"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 00:00","2017","06","01","00:00","9.6","","8.4","","92","","","","13","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 01:00","2017","06","01","01:00","9.8","","8.6","","93","","","","15","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 02:00","2017","06","01","02:00","9.8","","9.0","","95","","","","15","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 03:00","2017","06","01","03:00","8.8","","8.3","","96","","","","14","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 04:00","2017","06","01","04:00","10.2","","9.8","","98","","","","10","","2","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 05:00","2017","06","01","05:00","11.3","","10.9","","98","","","","13","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 06:00","2017","06","01","06:00","10.2","","9.8","","98","","","","15","","11","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 07:00","2017","06","01","07:00","10.1","","9.7","","98","","","","11","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 08:00","2017","06","01","08:00","9.7","","9.4","","98","","","","11","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 09:00","2017","06","01","09:00","9.9","","9.5","","98","","","","15","","11","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 10:00","2017","06","01","10:00","10.5","","10.0","","97","","","","12","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 11:00","2017","06","01","11:00","12.0","","11.0","","94","","","","13","","4","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 12:00","2017","06","01","12:00","12.4","","10.7","","89","","","","11","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 13:00","2017","06","01","13:00","13.9","","11.8","","87","","","","11","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 14:00","2017","06","01","14:00","19.1","","12.6","","66","","","","32","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 15:00","2017","06","01","15:00","16.8","","11.3","","70","","","","13","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 16:00","2017","06","01","16:00","20.7","","12.6","","60","","","","23","","18","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 17:00","2017","06","01","17:00","19.8","","12.7","","64","","","","23","","18","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 18:00","2017","06","01","18:00","19.6","","12.6","","64","","","","21","","13","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 19:00","2017","06","01","19:00","18.3","","9.4","","56","","","","19","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 20:00","2017","06","01","20:00","16.3","","9.5","","64","","","","21","","15","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 21:00","2017","06","01","21:00","14.4","","9.4","","72","","","","7","","3","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-06-01 22:00","2017","06","01","22:00","12.3","","9.3","","82","","","","14","","3","","","","","","","","","","NA"
