"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 00:00","2017","11","01","00:00","9.7","","4.8","","72","","","","26","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 01:00","2017","11","01","01:00","9.6","","5.1","","73","","","","26","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 02:00","2017","11","01","02:00","9.2","","4.8","","74","","","","22","","3","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 03:00","2017","11","01","03:00","8.5","","4.6","","77","","","","25","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 04:00","2017","11","01","04:00","8.3","","4.2","","75","","","","25","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 05:00","2017","11","01","05:00","7.7","","4.0","","77","","","","24","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 06:00","2017","11","01","06:00","7.5","","3.9","","78","","","","25","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 07:00","2017","11","01","07:00","7.2","","4.1","","81","","","","27","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 08:00","2017","11","01","08:00","9.7","","4.4","","70","","","","32","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 09:00","2017","11","01","09:00","9.4","","4.4","","71","","","","34","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 10:00","2017","11","01","10:00","10.7","","2.0","","55","","","","31","","12","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 11:00","2017","11","01","11:00","11.0","","2.3","","55","","","","33","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 12:00","2017","11","01","12:00","12.5","","1.6","","47","","","","22","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 13:00","2017","11","01","13:00","13.3","","-1.3","","36","","","","22","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 14:00","2017","11","01","14:00","13.6","","0.4","","40","","","","22","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 15:00","2017","11","01","15:00","12.9","","1.2","","45","","","","25","","11","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 16:00","2017","11","01","16:00","12.3","","2.1","","50","","","","22","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 17:00","2017","11","01","17:00","11.4","","3.1","","57","","","","24","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 18:00","2017","11","01","18:00","11.0","","3.5","","60","","","","22","","3","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 19:00","2017","11","01","19:00","11.0","","3.8","","61","","","","21","","2","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 20:00","2017","11","01","20:00","10.3","","4.6","","68","","","","34","","4","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 21:00","2017","11","01","21:00","9.7","","4.4","","70","","","","3","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 22:00","2017","11","01","22:00","9.4","","4.0","","69","","","","2","","4","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-01 23:00","2017","11","01","23:00","9.3","","4.6","","72","","","","32","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-02 00:00","2017","11","02","00:00","9.1","","4.6","","73","","","","33","","3","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-11-02 01:00","2017","11","02","01:00","8.6","","3.4","","70","","","","2","","3","","","","","","","","","","NA"
