"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 00:00","2016","12","01","00:00","2.2","","0.2","","86","","","","7","","16","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 01:00","2016","12","01","01:00","2.3","","0.2","","86","","","","6","","19","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 02:00","2016","12","01","02:00","2.3","","0.5","","88","","","","7","","20","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 03:00","2016","12","01","03:00","2.2","","0.3","","87","","","","7","","22","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 04:00","2016","12","01","04:00","2.3","","0.4","","87","","","","8","","23","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 05:00","2016","12","01","05:00","2.6","","1.4","","92","","","","8","","20","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 06:00","2016","12","01","06:00","2.9","","1.9","","94","","","","9","","25","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 07:00","2016","12","01","07:00","4.9","","2.7","","85","","","","11","","43","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 08:00","2016","12","01","08:00","5.0","","3.2","","89","","","","11","","36","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 09:00","2016","12","01","09:00","5.2","","3.4","","88","","","","11","","45","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 10:00","2016","12","01","10:00","5.4","","3.7","","89","","","","11","","51","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 11:00","2016","12","01","11:00","5.4","","4.0","","91","","","","11","","54","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 12:00","2016","12","01","12:00","5.7","","4.8","","94","","","","11","","57","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 13:00","2016","12","01","13:00","5.8","","5.2","","96","","","","11","","63","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 14:00","2016","12","01","14:00","6.2","","5.6","","96","","","","11","","51","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 15:00","2016","12","01","15:00","6.9","","6.2","","96","","","","11","","55","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 16:00","2016","12","01","16:00","7.4","","6.7","","96","","","","12","","37","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 17:00","2016","12","01","17:00","7.4","","6.8","","96","","","","12","","34","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 18:00","2016","12","01","18:00","7.6","","7.0","","96","","","","9","","35","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 19:00","2016","12","01","19:00","7.8","","7.2","","96","","","","10","","32","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 20:00","2016","12","01","20:00"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 21:00","2016","12","01","21:00"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 22:00","2016","12","01","22:00"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-01 23:00","2016","12","01","23:00"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 00:00","2016","12","02","00:00"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 01:00","2016","12","02","01:00"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 02:00","2016","12","02","02:00"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 03:00","2016","12","02","03:00"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 04:00","2016","12","02","04:00","4.8","","2.1","","83","","","","28","","21","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 05:00","2016","12","02","05:00","5.0","","1.5","","78","","","","28","","21","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 06:00","2016","12","02","06:00","4.7","","1.9","","82","","","","28","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 07:00","2016","12","02","07:00","4.5","","1.1","","78","","","","27","","24","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 08:00","2016","12","02","08:00","4.2","","0.7","","78","","","","28","","24","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 09:00","2016","12","02","09:00","4.1","","0.4","","77","","","","28","","19","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 10:00","2016","12","02","10:00","4.7","","-0.1","","72","","","","28","","24","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 11:00","2016","12","02","11:00","4.5","","-0.4","","70","","","","29","","27","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 12:00","2016","12","02","12:00","5.3","","-0.4","","66","","","","28","","24","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 13:00","2016","12","02","13:00","5.9","","-1.0","","61","","","","29","","27","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 14:00","2016","12","02","14:00","6.0","","-1.0","","61","","","","28","","21","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 15:00","2016","12","02","15:00","5.7","","-1.3","","61","","","","29","","27","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 16:00","2016","12","02","16:00","4.7","","-0.9","","67","","","","29","","18","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 17:00","2016","12","02","17:00","4.0","","-1.0","","70","","","","29","","16","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 18:00","2016","12","02","18:00","3.4","","-1.0","","73","","","","28","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 19:00","2016","12","02","19:00","2.7","","-0.7","","78","","","","28","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 20:00","2016","12","02","20:00","2.5","","-0.6","","80","","","","28","","13","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 21:00","2016","12","02","21:00","2.0","","-0.8","","82","","","","28","","15","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 22:00","2016","12","02","22:00","2.5","","-0.6","","80","","","","29","","16","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-02 23:00","2016","12","02","23:00","2.5","","-0.4","","81","","","","31","","18","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 00:00","2016","12","03","00:00","2.1","","-0.5","","83","","","","32","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 01:00","2016","12","03","01:00","1.6","","-0.7","","85","","","","30","","12","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 02:00","2016","12","03","02:00","1.5","","-0.4","","87","","","","32","","13","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 03:00","2016","12","03","03:00","1.2","","-1.1","","85","","","","33","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 04:00","2016","12","03","04:00","1.4","","-0.4","","88","","","","33","","11","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 05:00","2016","12","03","05:00","0.6","","-1.2","","88","","","","28","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 06:00","2016","12","03","06:00","0.6","","-1.2","","88","","","","29","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 07:00","2016","12","03","07:00","0.5","","-1.0","","89","","","","27","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 08:00","2016","12","03","08:00","1.1","","-0.4","","90","","","","31","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 09:00","2016","12","03","09:00","1.3","","-0.1","","90","","","","32","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 10:00","2016","12","03","10:00","2.0","","0.3","","88","","","","32","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 11:00","2016","12","03","11:00","2.3","","0.0","","85","","","","33","","20","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 12:00","2016","12","03","12:00","2.8","","0.4","","84","","","","33","","24","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 13:00","2016","12","03","13:00","3.5","","0.5","","81","","","","32","","25","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 14:00","2016","12","03","14:00","3.8","","0.4","","78","","","","30","","19","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 15:00","2016","12","03","15:00","4.4","","0.0","","73","","","","31","","20","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 16:00","2016","12","03","16:00","4.3","","0.7","","78","","","","31","","21","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 17:00","2016","12","03","17:00","4.1","","1.3","","82","","","","32","","21","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 18:00","2016","12","03","18:00","3.7","","1.1","","83","","","","32","","26","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 19:00","2016","12","03","19:00","3.4","","0.4","","81","","","","33","","26","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 20:00","2016","12","03","20:00","3.1","","0.7","","84","","","","33","","24","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 21:00","2016","12","03","21:00","3.0","","0.8","","85","","","","33","","23","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 22:00","2016","12","03","22:00","2.7","","0.4","","85","","","","33","","22","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-03 23:00","2016","12","03","23:00","2.7","","0.3","","84","","","","33","","22","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 00:00","2016","12","04","00:00","2.5","","0.3","","86","","","","33","","23","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 01:00","2016","12","04","01:00","2.4","","0.4","","86","","","","33","","24","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 02:00","2016","12","04","02:00","2.2","","-0.6","","81","","","","33","","23","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 03:00","2016","12","04","03:00","1.7","","-0.5","","86","","","","32","","21","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 04:00","2016","12","04","04:00","1.4","","-0.7","","86","","","","32","","20","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 05:00","2016","12","04","05:00","0.9","","-1.0","","87","","","","32","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 06:00","2016","12","04","06:00","0.9","","-1.0","","87","","","","32","","15","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 07:00","2016","12","04","07:00","0.8","","-0.8","","89","","","","31","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 08:00","2016","12","04","08:00","0.7","","-1.2","","87","","","","32","","22","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 09:00","2016","12","04","09:00","1.0","","-1.7","","82","","","","32","","18","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 10:00","2016","12","04","10:00","1.4","","-2.4","","76","","","","33","","26","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2016-12-04 11:00","2016","12","04","11:00","1.1","","-2.3","","78","","","","32","","23","","","","","","","","","","NA"
