"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-01 22:00","2017","01","01","22:00","1.8","","-1.8","","77","","","","27","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-01 23:00","2017","01","01","23:00","1.6","","-2.5","","74","","","","27","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 00:00","2017","01","02","00:00","1.2","","-3.2","","73","","","","27","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 01:00","2017","01","02","01:00","0.5","","-4.4","","70","","","","27","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 02:00","2017","01","02","02:00","0.2","","-4.1","","73","","","","31","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 03:00","2017","01","02","03:00","-0.2","","-4.3","","74","","","","28","","8","","","","","","","","-3","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 04:00","2017","01","02","04:00","-0.2","","-4.0","","76","","","","30","","12","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 05:00","2017","01","02","05:00","-0.4","","-5.6","","68","","","","28","","11","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 06:00","2017","01","02","06:00","-0.8","","-5.7","","69","","","","28","","10","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 07:00","2017","01","02","07:00","-1.5","","-5.9","","72","","","","28","","10","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 08:00","2017","01","02","08:00","-1.9","","-5.5","","77","","","","27","","7","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 09:00","2017","01","02","09:00","-1.0","","-5.4","","72","","","","26","","5","","","","","","","","-3","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 10:00","2017","01","02","10:00","-0.5","","-5.3","","70","","","","27","","8","","","","","","","","-3","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 11:00","2017","01","02","11:00","0.4","","-6.1","","61","","","","28","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 12:00","2017","01","02","12:00","1.2","","-6.4","","57","","","","27","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 13:00","2017","01","02","13:00","2.1","","-7.0","","51","","","","28","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 14:00","2017","01","02","14:00","2.5","","-8.9","","43","","","","28","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 15:00","2017","01","02","15:00","2.6","","-7.8","","46","","","","28","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 16:00","2017","01","02","16:00","1.8","","-7.2","","51","","","","30","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 17:00","2017","01","02","17:00","1.0","","-7.3","","54","","","","28","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 18:00","2017","01","02","18:00","0.4","","-6.6","","59","","","","28","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 19:00","2017","01","02","19:00","-0.2","","-6.4","","63","","","","27","","5","","","","","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 20:00","2017","01","02","20:00","-0.4","","-5.4","","69","","","","28","","4","","","","","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 21:00","2017","01","02","21:00","-0.6","","-4.9","","73","","","","28","","5","","","","","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 22:00","2017","01","02","22:00","-1.0","","-4.6","","77","","","","27","","4","","","","","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-02 23:00","2017","01","02","23:00","-1.5","","-4.3","","81","","","","31","","4","","","","","","","","-3","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 00:00","2017","01","03","00:00","-2.0","","-4.6","","82","","","","27","","3","","","","","","","","-3","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 01:00","2017","01","03","01:00","-2.2","","-4.5","","84","","","","30","","4","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 02:00","2017","01","03","02:00","-2.7","","-4.9","","85","","","","30","","3","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 03:00","2017","01","03","03:00","-2.9","","-4.9","","86","","","","29","","4","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 04:00","2017","01","03","04:00","-3.2","","-5.6","","84","","","","31","","5","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 05:00","2017","01","03","05:00","-3.5","","-5.7","","85","","","","33","","7","","","","","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 06:00","2017","01","03","06:00","-3.8","","-5.5","","87","","","","32","","12","","","","","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 07:00","2017","01","03","07:00","-4.1","","-6.1","","86","","","","33","","9","","","","","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 08:00","2017","01","03","08:00","-4.3","","-6.3","","86","","","","32","","7","","","","","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 09:00","2017","01","03","09:00","-2.2","","-6.2","","74","","","","33","","7","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 10:00","2017","01","03","10:00","-2.5","","-6.2","","76","","","","3","","6","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 11:00","2017","01","03","11:00","-2.2","","-6.4","","73","","","","5","","11","","","","","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 12:00","2017","01","03","12:00","-1.8","","-6.3","","71","","","","10","","13","","","","","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 13:00","2017","01","03","13:00","-1.4","","-7.0","","66","","","","7","","10","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 14:00","2017","01","03","14:00","-1.3","","-5.8","","71","","","","13","","12","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 15:00","2017","01","03","15:00","-1.1","","-5.1","","74","","","","12","","16","","","","","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 16:00","2017","01","03","16:00","-1.4","","-5.1","","76","","","","11","","21","","","","","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 17:00","2017","01","03","17:00","-1.3","","-5.0","","76","","","","10","","18","","","","","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 18:00","2017","01","03","18:00","-1.1","","-4.4","","78","","","","10","","17","","","","","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 19:00","2017","01","03","19:00","-0.9","","-4.2","","78","","","","10","","20","","","","","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 20:00","2017","01","03","20:00","-0.4","","-3.6","","79","","","","11","","30","","","","","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 21:00","2017","01","03","21:00","0.3","","-2.8","","80","","","","11","","34","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 22:00","2017","01","03","22:00","0.1","","-2.9","","80","","","","11","","34","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-03 23:00","2017","01","03","23:00","0.9","","-1.9","","81","","","","11","","37","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 00:00","2017","01","04","00:00","1.2","","-1.3","","83","","","","11","","40","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 01:00","2017","01","04","01:00","1.1","","-1.0","","86","","","","11","","43","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 02:00","2017","01","04","02:00","1.1","","-0.3","","90","","","","11","","49","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 03:00","2017","01","04","03:00","1.7","","0.6","","93","","","","11","","48","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 04:00","2017","01","04","04:00","1.9","","1.1","","95","","","","10","","56","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 05:00","2017","01","04","05:00","2.1","","1.6","","97","","","","10","","54","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 06:00","2017","01","04","06:00","2.5","","2.2","","98","","","","10","","57","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 07:00","2017","01","04","07:00","3.1","","2.9","","98","","","","11","","59","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 08:00","2017","01","04","08:00","4.1","","3.8","","97","","","","11","","58","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 09:00","2017","01","04","09:00","5.1","","4.7","","98","","","","11","","48","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 10:00","2017","01","04","10:00","6.0","","5.7","","98","","","","13","","39","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 11:00","2017","01","04","11:00","6.5","","6.2","","98","","","","13","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 12:00","2017","01","04","12:00","8.4","","8.2","","98","","","","17","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 13:00","2017","01","04","13:00","7.3","","6.9","","98","","","","15","","13","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 14:00","2017","01","04","14:00","7.0","","6.5","","97","","","","18","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 15:00","2017","01","04","15:00","6.7","","6.2","","97","","","","17","","11","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 16:00","2017","01","04","16:00","6.5","","6.1","","97","","","","19","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 17:00","2017","01","04","17:00","6.4","","5.9","","97","","","","22","","4","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 18:00","2017","01","04","18:00","6.2","","5.6","","96","","","","22","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 19:00","2017","01","04","19:00","5.7","","5.0","","96","","","","20","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 20:00","2017","01","04","20:00","5.3","","4.5","","95","","","","22","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 21:00","2017","01","04","21:00","4.9","","4.2","","96","","","","22","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 22:00","2017","01","04","22:00","4.6","","3.7","","94","","","","21","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-04 23:00","2017","01","04","23:00","4.8","","3.5","","92","","","","23","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 00:00","2017","01","05","00:00","4.9","","4.0","","94","","","","20","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 01:00","2017","01","05","01:00","4.6","","4.3","","98","","","","17","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 02:00","2017","01","05","02:00","4.7","","4.5","","98","","","","22","","3","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 03:00","2017","01","05","03:00","5.2","","4.8","","98","","","","22","","7","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 04:00","2017","01","05","04:00","5.5","","4.3","","92","","","","23","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 05:00","2017","01","05","05:00","5.4","","4.0","","90","","","","23","","12","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 06:00","2017","01","05","06:00","4.5","","1.5","","81","","","","24","","15","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 07:00","2017","01","05","07:00","3.4","","0.0","","78","","","","24","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 08:00","2017","01","05","08:00","2.8","","-2.9","","66","","","","24","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 09:00","2017","01","05","09:00","2.5","","-1.4","","75","","","","26","","21","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 10:00","2017","01","05","10:00","1.8","","-0.8","","83","","","","25","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 11:00","2017","01","05","11:00","0.0","","-1.1","","93","","","","27","","28","","","","","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 12:00","2017","01","05","12:00","-0.9","","-1.3","","97","","","","26","","19","","","","","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 13:00","2017","01","05","13:00","1.1","","-4.0","","69","","","","24","","25","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 14:00","2017","01","05","14:00","1.4","","-7.2","","53","","","","26","","26","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 15:00","2017","01","05","15:00","0.6","","-6.7","","58","","","","26","","23","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 16:00","2017","01","05","16:00","0.9","","-7.0","","55","","","","25","","15","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 17:00","2017","01","05","17:00","0.7","","-6.5","","59","","","","26","","18","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 18:00","2017","01","05","18:00","0.2","","-7.2","","57","","","","26","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 19:00","2017","01","05","19:00","-0.2","","-6.1","","64","","","","26","","10","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 20:00","2017","01","05","20:00","-0.2","","-6.2","","64","","","","26","","16","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 21:00","2017","01","05","21:00","-0.5","","-6.6","","63","","","","26","","9","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 22:00","2017","01","05","22:00","-0.7","","-6.6","","64","","","","25","","4","","","","","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-05 23:00","2017","01","05","23:00","-0.9","","-6.3","","67","","","","26","","4","","","","","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 00:00","2017","01","06","00:00","-0.6","","-6.3","","66","","","","24","","4","","","","","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 01:00","2017","01","06","01:00","-0.1","","-6.2","","64","","","","23","","2","","","","","","","","-1","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 02:00","2017","01","06","02:00","0.0","","-5.5","","66","","","","22","","3","","","","","","","","-1","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 03:00","2017","01","06","03:00","0.4","","-3.7","","74","","","","13","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 04:00","2017","01","06","04:00","1.0","","-2.8","","76","","","","14","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 05:00","2017","01","06","05:00","1.8","","-1.8","","77","","","","15","","4","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 06:00","2017","01","06","06:00","2.3","","-0.3","","83","","","","22","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 07:00","2017","01","06","07:00","2.5","","-1.9","","72","","","","24","","13","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 08:00","2017","01","06","08:00","1.5","","-1.5","","80","","","","27","","18","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 09:00","2017","01","06","09:00","-0.7","","-3.1","","84","","","","33","","15","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 10:00","2017","01","06","10:00","-1.0","","-3.5","","83","","","","35","","16","","","","","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 11:00","2017","01","06","11:00","-1.1","","-4.0","","80","","","","33","","9","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 12:00","2017","01","06","12:00","-1.2","","-3.7","","83","","","","35","","7","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 13:00","2017","01","06","13:00","-1.7","","-3.1","","91","","","","36","","6","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 14:00","2017","01","06","14:00","-1.8","","-2.5","","95","","","","34","","6","","","","","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 15:00","2017","01","06","15:00","-2.5","","-2.9","","97","","","","35","","15","","","","","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 16:00","2017","01","06","16:00","-2.5","","-2.6","","99","","","","35","","13","","","","","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 17:00","2017","01","06","17:00","-2.7","","-2.8","","100","","","","35","","6","","","","","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 18:00","2017","01","06","18:00","-3.1","","-3.2","","100","","","","36","","12","","","","","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 19:00","2017","01","06","19:00","-3.3","","-3.4","","99","","","","35","","14","","","","","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 20:00","2017","01","06","20:00","-3.3","","-3.5","","99","","","","35","","11","","","","","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 21:00","2017","01","06","21:00","-3.3","","-3.5","","98","","","","35","","19","","","","","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 22:00","2017","01","06","22:00","-3.2","","-3.7","","96","","","","34","","17","","","","","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-06 23:00","2017","01","06","23:00","-3.4","","-4.5","","92","","","","32","","14","","","","","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 00:00","2017","01","07","00:00","-3.5","","-5.5","","86","","","","33","","17","","","","","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 01:00","2017","01","07","01:00","-3.9","","-6.3","","84","","","","32","","19","","","","","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 02:00","2017","01","07","02:00","-4.6","","-7.2","","82","","","","31","","14","","","","","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 03:00","2017","01","07","03:00","-5.5","","-8.9","","77","","","","32","","16","","","","","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 04:00","2017","01","07","04:00","-6.2","","-9.6","","77","","","","33","","15","","","","","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 05:00","2017","01","07","05:00","-6.4","","-9.0","","82","","","","34","","11","","","","","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 06:00","2017","01","07","06:00","-7.1","","-9.4","","83","","","","30","","4","","","","","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 07:00","2017","01","07","07:00","-7.5","","-10.5","","79","","","","26","","4","","","","","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 08:00","2017","01","07","08:00","-7.5","","-11.8","","72","","","","25","","4","","","","","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 09:00","2017","01","07","09:00","-7.1","","-12.1","","67","","","","26","","5","","","","","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 10:00","2017","01","07","10:00","-6.4","","-11.4","","68","","","","26","","5","","","","","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 11:00","2017","01","07","11:00","-5.3","","-9.5","","72","","","","28","","6","","","","","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 12:00","2017","01","07","12:00","-4.3","","-10.5","","62","","","","27","","6","","","","","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-01-07 13:00","2017","01","07","13:00","-4.9","","-10.4","","65","","","","29","","7","","","","","","","","-8","","NA"
