"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 00:00","2017","10","01","00:00","8.7","","5.4","","80","","","","30","","4","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 01:00","2017","10","01","01:00","8.4","","5.1","","80","","","","32","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 02:00","2017","10","01","02:00","7.6","","5.5","","86","","","","28","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 03:00","2017","10","01","03:00","7.3","","5.9","","91","","","","30","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 04:00","2017","10","01","04:00","6.9","","5.9","","93","","","","29","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 05:00","2017","10","01","05:00","6.6","","5.8","","95","","","","29","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 06:00","2017","10","01","06:00","6.2","","5.4","","95","","","","29","","6","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 07:00","2017","10","01","07:00","9.0","","5.6","","80","","","","20","","3","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 08:00","2017","10","01","08:00","11.4","","5.9","","69","","","","28","","4","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 09:00","2017","10","01","09:00","11.8","","3.9","","59","","","","26","","11","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 10:00","2017","10","01","10:00","12.6","","2.1","","49","","","","30","","10","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 11:00","2017","10","01","11:00","13.1","","2.3","","48","","","","29","","13","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 12:00","2017","10","01","12:00","14.0","","3.2","","48","","","","26","","11","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 13:00","2017","10","01","13:00","15.1","","2.8","","44","","","","25","","13","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 14:00","2017","10","01","14:00","15.8","","3.4","","43","","","","25","","11","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 15:00","2017","10","01","15:00","15.3","","4.7","","49","","","","22","","16","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 16:00","2017","10","01","16:00","15.6","","5.8","","52","","","","22","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 17:00","2017","10","01","17:00","15.2","","6.8","","57","","","","23","","15","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 18:00","2017","10","01","18:00","14.2","","7.8","","65","","","","22","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 19:00","2017","10","01","19:00","13.6","","7.9","","69","","","","24","","8","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 20:00","2017","10","01","20:00","13.6","","4.5","","54","","","","27","","11","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 21:00","2017","10","01","21:00","12.6","","4.3","","57","","","","30","","16","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 22:00","2017","10","01","22:00","11.7","","6.2","","69","","","","30","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-01 23:00","2017","10","01","23:00","10.9","","6.2","","72","","","","32","","18","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 00:00","2017","10","02","00:00","10.0","","6.0","","76","","","","32","","19","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 01:00","2017","10","02","01:00","9.7","","6.0","","77","","","","30","","5","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 02:00","2017","10","02","02:00","9.7","","6.2","","79","","","","28","","3","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 03:00","2017","10","02","03:00","10.5","","7.4","","81","","","","32","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 04:00","2017","10","02","04:00","10.4","","8.1","","86","","","","31","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 05:00","2017","10","02","05:00","10.0","","8.1","","88","","","","30","","12","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 06:00","2017","10","02","06:00","10.1","","7.7","","85","","","","30","","9","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 07:00","2017","10","02","07:00","11.3","","8.4","","82","","","","31","","14","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 08:00","2017","10","02","08:00","12.3","","8.3","","77","","","","33","","17","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 09:00","2017","10","02","09:00","13.0","","7.1","","67","","","","36","","29","","","","","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2017-10-02 10:00","2017","10","02","10:00","13.5","","7.0","","65","","","","36","","24","","","","","","","","","","NA"
